symptom_description,disease_label
"My stomach is very tender to the touch on the right side, and I just threw up everything I ate for breakfast. It is becoming quite difficult to manage.",Appendicitis
"For the past few days, there is a steady, mild pressure on both sides of my head that is annoying but does not throb or cause nausea. It has been consistently bothering me for several days.",Tension Headache
"I must say, there are deep, painful pimples all over my cheeks that simply will not go away despite my daily face wash routine. I am starting to get very concerned about it.",Acne
I am dealing with chronic pain in my hips that flares up terribly whenever the weather becomes cold and damp. I am hoping to find some relief soon.,Arthritis
"To be honest, i woke up in the middle of the night to a sudden, fiery pain in my ankle that feels like glass shards in my joint.",Gout
"I am noticing that the joint at the base of my big toe is swollen, bright red, and so excruciatingly painful that i cannot wear a shoe.",Gout
"I am constantly worrying about the future, and my mind simply will not shut off when I try to sleep at night. I do not know what to do about it anymore.",Anxiety Disorder
"To be honest, my heart pounds rapidly in my chest for absolutely no reason, and i am gripped by a terror i cannot control.",Anxiety Disorder
"I have a mild fever, I feel profoundly lethargic, and there is a rash spreading from my back to my face. I have never experienced anything exactly like this before.",Chickenpox
"For the past few days, i feel a constant, nagging urgency to use the bathroom, but often i cannot actually pass anything when i try. It has been consistently bothering me for several days.",IBS
"There is a sharp, agonizing stabbing pain deep inside my right ear, and my hearing is distinctly muffled on that side. I am hoping to find some relief soon.",Ear Infection
"My scalp is intensely flaky with thick, crusty plaques that bleed slightly if I accidentally scratch them too hard. I am hoping to find some relief soon.",Psoriasis
"Lately, i cannot stop shivering from my fever, and i have a persistent cough that makes my chest ache terribly.",Pneumonia
"To be honest, the skin on my shoulder was tingling and itching for days, and today it broke out in a clustered, incredibly painful rash.",Shingles
"Lately, occasionally i get a dull, throbbing headache at the back of my skull and hear a faint buzzing in my ears. It is extremely frustrating to deal with.",Hypertension
"My hands are covered in tiny blisters and the skin is peeling off, which makes washing dishes incredibly painful. I am starting to get very concerned about it.",Eczema
"For the past few days, my vision abruptly became very blurry in my left eye, and i am experiencing a sudden, phenomenally severe headache unlike anything else. I have never experienced anything exactly like this before.",Stroke
My torso is covered in intensely itchy red spots that are starting to form little fluid filled blisters. I am hoping to find some relief soon.,Chickenpox
"I have a splitting headache, a sore throat, and I am so weak that I cannot even stand up to take a shower. It has been consistently bothering me for several days.",Influenza
"I have noticed a massive breakout of cystic spots on my jawline, and it is extremely tender to the touch.",Acne
"My face feels very tender to the touch, my nose is wholly blocked, and I have a headache that gets significantly worse when I bend over. It has been consistently bothering me for several days.",Sinusitis
"I have a dull ache in my left ear and a ringing sound that simply will not stop, making it impossible to focus. The symptoms are really impacting my daily routine.",Ear Infection
"I am noticing that i have noticed that small cuts and bruises on my skin take an unusually long time to heal, and i feel hungry all the time. I am starting to get very concerned about it.",Type 2 Diabetes
"I am noticing that i have a tender, swollen lump on my foot joint that is so sensitive i cannot even let my bedsheets touch it.",Gout
"Unfortunately, the joint at the base of my big toe is swollen, bright red, and so excruciatingly painful that i cannot wear a shoe.",Gout
"I have absolutely lost my appetite, I am running a low fever, and it hurts intensely whenever I cough or walk. The symptoms are really impacting my daily routine.",Appendicitis
"I suddenly feel a terrifying shortness of breath, a cold clammy sweat, and an intense ache between my shoulder blades. The symptoms are really impacting my daily routine.",Heart Attack
"I am noticing that both of my eyes are profoundly watery and pink, and my eyelashes were glued shut with crust when i woke up. I have never experienced anything exactly like this before.",Conjunctivitis
"To be honest, there is a blinding, pulsing pain isolated entirely on the right side of my head, and i absolutely cannot tolerate any bright lights.",Migraine
"I was suddenly hit by overwhelming fatigue yesterday, accompanied by a high fever, severe chills, and agonizing muscle aches. It is extremely frustrating to deal with.",Influenza
"I have raised, angry red patches of skin absolutely covered in silvery scales on my elbows that itch relentlessly. I do not know what to do about it anymore.",Psoriasis
"I have rough, raised red patches on the backs of my knees that flare up and sting whenever I sweat. It is extremely frustrating to deal with.",Eczema
"I am dealing with pitted, discolored fingernails and dry, scaly patches of skin on my lower back that will not heal. It has been consistently bothering me for several days.",Psoriasis
"Lately, my oxygen feels low, my lips have a slight blue tint, and i am sweating profusely while coughing uncontrollably.",Pneumonia
"It is hard to explain, but my face feels very tender to the touch, my nose is entirely blocked, and i have a headache that gets significantly worse when i bend over.",Sinusitis
"For the past few days, i feel overwhelmingly nauseous and my abdomen is cramping intensely, though i have not actually vomited yet. It has been consistently bothering me for several days.",Food Poisoning
"Recently, i am experiencing intense brain fog, severe chills, and a heavy feeling in my chest that makes breathing uncomfortable.",COVID-19
"For the past few days, there is a severe, localized pain just below my ribs on the right side, and it burns intensely when i try to urinate.",Kidney Stones
My torso is covered in intensely itchy red spots that are starting to form little fluid filled blisters. It is extremely frustrating to deal with.,Chickenpox
"I have a mild fever, I feel extremely lethargic, and there is a rash spreading from my back to my face.",Chickenpox
"I am noticing that i get awful, sharp cramps in my lower belly and extreme bloating that only improves after i manage to pass a bowel movement. It has been consistently bothering me for several days.",IBS
"Recently, my stomach ties itself in knots, my palms sweat profusely, and i feel absolutely on edge during normal conversations. The symptoms are really impacting my daily routine.",Anxiety Disorder
"It is hard to explain, but my vision occasionally gets a little blurry and i feel dizzy upon waking up, though the symptoms fade quickly.",Hypertension
"It is hard to explain, but my vision abruptly became very blurry in my left eye, and i am experiencing a sudden, phenomenally severe headache unlike anything else.",Stroke
"I have rough, raised red patches on the backs of my knees that flare up and sting whenever I sweat.",Eczema
"I am noticing that my vision occasionally gets a little blurry and i feel dizzy upon waking up, though the symptoms fade quickly. I am starting to get very concerned about it.",Hypertension
"Recently, i am constantly worrying about the future, and my mind simply will not shut off when i try to sleep at night.",Anxiety Disorder
"It feels like someone is sitting on my chest, and I find myself gasping for air in the middle of the night. The symptoms are really impacting my daily routine.",Asthma
"Unfortunately, i am incredibly thirsty all the time no matter how much water i drink, and i find myself having to urinate constantly throughout the day and night. I am hoping to find some relief soon.",Type 2 Diabetes
"I must say, i feel a lot of fluid pressure behind my eardrum, and there is a yellowish discharge leaking out onto my pillow.",Ear Infection
"For the past few days, i was suddenly hit by overwhelming fatigue yesterday, accompanied by a high fever, severe chills, and agonizing muscle aches. I do not know what to do about it anymore.",Influenza
"I cannot stop scratching these bumps all over my arms, and some of them have already popped and crusted over. I have never experienced anything exactly like this before.",Chickenpox
"I am noticing that my scalp feels tender and my head aches dully, mostly toward the end of a long, stressful day staring at my computer screen.",Tension Headache
"Unfortunately, my stomach is profoundly tender to the touch on the right side, and i just threw up everything i ate for breakfast. The symptoms are really impacting my daily routine.",Appendicitis
"To be honest, i have entirely lost my appetite, i am running a low fever, and it hurts intensely whenever i cough or walk.",Appendicitis
"My hands are covered in tiny blisters and the skin is peeling off, which makes washing dishes incredibly painful. I am starting to get very concerned about it.",Eczema
"I must say, i am passing very small amounts of urine frequently, and there is a distinct pinkish hue to it which genuinely worries me. It is extremely frustrating to deal with.",UTI
"Recently, it feels like someone is sitting on my chest, and i find myself gasping for air in the middle of the night. The symptoms are really impacting my daily routine.",Asthma
"Lately, there is a blinding, pulsing pain isolated entirely on the right side of my head, and i absolutely cannot tolerate any bright lights. The symptoms are really impacting my daily routine.",Migraine
"Lately, it feels like someone is sitting on my chest, and i find myself gasping for air in the middle of the night. It is extremely frustrating to deal with.",Asthma
"Recently, my head is throbbing violently with every heartbeat, i am highly sensitive to loud noises, and i keep throwing up. It is extremely frustrating to deal with.",Migraine
"Unfortunately, i have noticed that small cuts and bruises on my skin take an unusually long time to heal, and i feel hungry all the time.",Type 2 Diabetes
"Lately, i cannot stop shivering from my fever, and i have a persistent cough that makes my chest ache terribly.",Pneumonia
"I must say, the pain in my flank comes in intense, agonizing waves, and i noticed my urine was tinged pink with blood this morning.",Kidney Stones
"I must say, i feel utterly exhausted after every meal, i am losing weight without trying, and my mouth is always totally parched.",Type 2 Diabetes
"It is hard to explain, but my bowel habits are entirely unpredictable, drastically swinging between severe constipation and sudden, urgent diarrhea. I am starting to get very concerned about it.",IBS
"I feel utterly exhausted after every meal, I am losing weight without trying, and my mouth is always totally parched. It is becoming quite difficult to manage.",Type 2 Diabetes
"To be honest, i am experiencing a crushing, suffocating pressure in the dead center of my chest, and the pain is radiating down my left arm. It has been consistently bothering me for several days.",Heart Attack
"I just lost all physical strength in my left arm and leg out of nowhere, and my balance is completely gone.",Stroke
"To be honest, occasionally i get a dull, throbbing headache at the back of my skull and hear a faint buzzing in my ears.",Hypertension
"It is hard to explain, but i have raised, angry red patches of skin totally covered in silvery scales on my elbows that itch relentlessly.",Psoriasis
"I am noticing that i am passing very small amounts of urine frequently, and there is a distinct pinkish hue to it which truly worries me.",UTI
"To be honest, there are sore, inflamed lesions on my knees that occasionally crack open and sting when i bend my legs. It is extremely frustrating to deal with.",Psoriasis
"For the past few days, the itching is absolutely unbearable, and i am noticing new red bumps appearing on my legs every few hours. The symptoms are really impacting my daily routine.",Chickenpox
"Recently, my scalp feels tender and my head aches dully, mostly toward the end of a long, stressful day staring at my computer screen.",Tension Headache
"Lately, i started seeing weird zigzag lines in my vision, and shortly after, a severe, nauseating headache totally incapacitated me.",Migraine
"My eye is incredibly itchy and slightly swollen, but my actual vision does not seem to be blurry at all.",Conjunctivitis
"Recently, i have a runny nose with clear fluid and a very mild cough, but i do not have any severe muscle aches. It is becoming quite difficult to manage.",Common Cold
"I have a tender, swollen lump on my foot joint that is so sensitive I cannot even let my bedsheets touch it.",Gout
"Lately, i feel utterly exhausted after every meal, i am losing weight without trying, and my mouth is always totally parched.",Type 2 Diabetes
"To be honest, i was suddenly hit by overwhelming fatigue yesterday, accompanied by a high fever, severe chills, and agonizing muscle aches.",Influenza
"My chest feels extraordinarily heavy, I am gasping for air, and my lower jaw is aching with a strange intensity.",Heart Attack
"Recently, my stomach is churning violently, and i am alternating between terrible chills and a high fever in the bathroom. I am starting to get very concerned about it.",Food Poisoning
"There is a foul, acidic taste that constantly creeps up into the back of my throat, and I am burping relentlessly. It is extremely frustrating to deal with.",GERD
"To be honest, i am dealing with a deep, hacking cough that brings up thick yellow mucus, and my chest feels heavy and sore.",Bronchitis
"My ear is throbbing constantly, I am running a slight fever, and it hurts terribly when I chew my food. I am starting to get very concerned about it.",Ear Infection
"I am noticing that a tremendously painful, blistering rash has erupted in a band wrapping around the left side of my torso, and the skin feels like it is on fire.",Shingles
"Unfortunately, i am feeling a bit under the weather with mild sinus pressure and a tickle in my throat that will not go away.",Common Cold
"I am sweating profusely, feeling incredibly dizzy, and there is a tight squeezing sensation around my heart. I do not know what to do about it anymore.",Heart Attack
"My head feels like it is stuffed with cotton, I have a low grade fever, and thick mucus is constantly draining down the back of my throat. I am starting to get very concerned about it.",Sinusitis
"For the past few days, i am dealing with chronic dry skin on my face that turns into angry, inflamed scales when the weather gets cold.",Eczema
"My head is throbbing violently with every heartbeat, I am incredibly sensitive to loud noises, and I keep throwing up. It is extremely frustrating to deal with.",Migraine
"For the past few days, i have totally lost my sense of taste and smell, and i am battling a persistent dry cough along with fatigue. It has been consistently bothering me for several days.",COVID-19
"I suddenly feel a terrifying shortness of breath, a cold clammy sweat, and an intense ache between my shoulder blades.",Heart Attack
I have been violently throwing up and dealing with severe stomach cramps ever since I ate that questionable seafood. I am starting to get very concerned about it.,Food Poisoning
"Unfortunately, i am passing very small amounts of urine frequently, and there is a distinct pinkish hue to it which truly worries me. It has been consistently bothering me for several days.",UTI
"The joint at the base of my big toe is swollen, bright red, and so excruciatingly painful that I cannot wear a shoe. I am hoping to find some relief soon.",Gout
"I must say, i have a stuffy nose and a mild scratchy throat, but i am not running a fever and i can still go to work.",Common Cold
"Lately, i am experiencing a strange craving to chew on ice, accompanied by a constant, lingering fatigue.",Anaemia
"It is hard to explain, but my nose is severely congested and i feel incredibly run down, although my breathing remains perfectly normal so far.",COVID-19
"Whenever I step outside into the pollen, my nose immediately starts running and my eyes become incredibly itchy. It is extremely frustrating to deal with.",Allergic Rhinitis
"To be honest, i am running a high fever and coughing up thick, rust colored phlegm, and my chest hurts with a stabbing pain whenever i inhale.",Pneumonia
"I cannot stop sneezing and my nasal passages are totally blocked, although I do not have a fever. It is extremely frustrating to deal with.",Allergic Rhinitis
"It feels exactly like there is a tight, heavy band squeezing all the way around my head, especially across my forehead. I have never experienced anything exactly like this before.",Tension Headache
"It is hard to explain, but i experience severe congestion and postnasal drip every spring, yet my body feels otherwise perfectly fine.",Allergic Rhinitis
"To be honest, i feel a deep, drilling pain behind my left eye, and the headache is so severe that i have to lie in a totally dark room.",Migraine
"My head is throbbing violently with every heartbeat, I am profoundly sensitive to loud noises, and I keep throwing up. The symptoms are really impacting my daily routine.",Migraine
"My vision occasionally gets a little blurry and I feel dizzy upon waking up, though the symptoms fade quickly. I am starting to get very concerned about it.",Hypertension
"For the past few days, i have absolutely lost my sense of taste and smell, and i am battling a persistent dry cough along with fatigue. I have never experienced anything exactly like this before.",COVID-19
"I suddenly feel a terrifying shortness of breath, a cold clammy sweat, and an intense ache between my shoulder blades. It has been consistently bothering me for several days.",Heart Attack
"Recently, i have lost my sense of smell entirely due to the congestion, and there is a terrible, persistent ache in my upper jaw. It is extremely frustrating to deal with.",Sinusitis
"There is a severe, localized pain just below my ribs on the right side, and it burns intensely when I try to urinate. The symptoms are really impacting my daily routine.",Kidney Stones
"I get awful, sharp cramps in my lower belly and extreme bloating that only improves after I manage to pass a bowel movement. I have never experienced anything exactly like this before.",IBS
"It is hard to explain, but i feel utterly exhausted, my breathing is very shallow and fast, and my lungs feel deeply congested and heavy.",Pneumonia
"Lately, i have a burning sensation in my right eye, and the white part looks very inflamed and raw. The symptoms are really impacting my daily routine.",Conjunctivitis
"I experience severe congestion and postnasal drip every spring, yet my body feels otherwise perfectly fine. It is extremely frustrating to deal with.",Allergic Rhinitis
"Unfortunately, the joint at the base of my big toe is swollen, bright red, and so excruciatingly painful that i cannot wear a shoe.",Gout
"My throat feels scratchy and my eyes are watering constantly, which makes it very hard to focus on my work. It is becoming quite difficult to manage.",Allergic Rhinitis
"I must say, i do not have many symptoms, but i have noticed i get minor nosebleeds and feel flushed in the face sometimes.",Hypertension
"I get a horrific burning sensation right behind my breastbone, especially when I lay down after eating a large meal. I do not know what to do about it anymore.",GERD
"Recently, i feel incredibly sick to my stomach, my bowels are totally liquid, and i am running a mild fever.",Gastroenteritis
"It is hard to explain, but the skin on the inside of my elbows is brutally dry, flaky, and so itchy that i scratch it until it bleeds. I am starting to get very concerned about it.",Eczema
"I suddenly feel a terrifying shortness of breath, a cold clammy sweat, and an intense ache between my shoulder blades. It is extremely frustrating to deal with.",Heart Attack
"My wrists feel locked up and painful, although the stiffness does tend to improve slightly once I start moving around. It is extremely frustrating to deal with.",Arthritis
"I am dealing with pitted, discolored fingernails and dry, scaly patches of skin on my lower back that will not heal. I do not know what to do about it anymore.",Psoriasis
"I feel utterly exhausted after every meal, I am losing weight without trying, and my mouth is always totally parched. It is extremely frustrating to deal with.",Type 2 Diabetes
"I must say, i cannot stop scratching these bumps all over my arms, and some of them have already popped and crusted over. The symptoms are really impacting my daily routine.",Chickenpox
"Lately, i feel overwhelmingly nauseous and my abdomen is cramping intensely, though i have not actually vomited yet. I am starting to get very concerned about it.",Food Poisoning
"I feel a constant, nagging urgency to use the bathroom, but often I cannot actually pass anything when I try. It has been consistently bothering me for several days.",IBS
"Recently, there are deep, painful pimples all over my cheeks that simply will not go away despite my daily face wash routine.",Acne
"I have lost my sense of smell completely due to the congestion, and there is a terrible, persistent ache in my upper jaw.",Sinusitis
"For the past few days, there is a horrific burning sensation every single time i urinate, and i feel a constant, desperate urge to go even when my bladder is absolutely empty. I do not know what to do about it anymore.",UTI
"For the past few days, i am suffering from a sharp, relentless pain in my lower back that wraps around my side and shoots down into my groin.",Kidney Stones
"I get a horrific burning sensation right behind my breastbone, especially when I lay down after eating a large meal. It is becoming quite difficult to manage.",GERD
"I feel overwhelmingly nauseous and my abdomen is cramping intensely, though I have not actually vomited yet.",Food Poisoning
"I am suffering from explosive diarrhea and cold sweats, and I cannot even keep a single sip of water down. I have never experienced anything exactly like this before.",Food Poisoning
"My ear is throbbing constantly, I am running a slight fever, and it hurts terribly when I chew my food. I am starting to get very concerned about it.",Ear Infection
"Lately, i am experiencing an agonizing, sharp stabbing pain in the lower right side of my abdomen that is getting worse by the hour.",Appendicitis
"It is hard to explain, but i am experiencing intense brain fog, severe chills, and a heavy feeling in my chest that makes breathing uncomfortable.",COVID-19
"I am dealing with a deep, hacking cough that brings up thick yellow mucus, and my chest feels heavy and sore. I am hoping to find some relief soon.",Bronchitis
"Unfortunately, i feel deeply, chronically fatigued all the time, and i am gaining weight rapidly despite changing absolutely nothing about my diet.",Hypothyroidism
"My chest feels extraordinarily heavy, I am gasping for air, and my lower jaw is aching with a strange intensity. I do not know what to do about it anymore.",Heart Attack
"My chest feels tight and burns terribly, and it is accompanied by a dry, raspy cough that worsens at night. I have never experienced anything exactly like this before.",GERD
"I have a dull, constant ache wrapping around my skull, accompanied by a lot of stiff tightness in my neck and shoulder muscles. It is extremely frustrating to deal with.",Tension Headache
"Unfortunately, my vision has been getting somewhat blurry over the last few months, and my hands and feet tingle with a strange numbness.",Type 2 Diabetes
"My throat feels scratchy and my eyes are watering constantly, which makes it very hard to focus on my work. I have never experienced anything exactly like this before.",Allergic Rhinitis
"I must say, my throat is intensely sore, the glands in my neck are swollen to the size of marbles, and i am running a moderate fever. It is becoming quite difficult to manage.",Tonsillitis
"To be honest, i am experiencing an agonizing, sharp stabbing pain in the lower right side of my abdomen that is getting worse by the hour. I am starting to get very concerned about it.",Appendicitis
"It is hard to explain, but i feel incredibly sick to my stomach, my bowels are absolutely liquid, and i am running a mild fever.",Gastroenteritis
"Lately, i cannot stop scratching these bumps all over my arms, and some of them have already popped and crusted over. It is becoming quite difficult to manage.",Chickenpox
"I am dealing with simultaneous vomiting and loose stools, making me feel dangerously dehydrated and weak. I am hoping to find some relief soon.",Gastroenteritis
"I must say, i woke up in the middle of the night to a sudden, fiery pain in my ankle that feels like glass shards in my joint.",Gout
"I have a persistent cough that produces no phlegm, and my airways feel constricted whenever I am around cats. I am hoping to find some relief soon.",Asthma
"I am experiencing an agonizing, sharp stabbing pain in the lower right side of my abdomen that is getting worse by the hour. I am starting to get very concerned about it.",Appendicitis
"I must say, i feel a deep, drilling pain behind my left eye, and the headache is so severe that i have to lie in a totally dark room. It is extremely frustrating to deal with.",Migraine
"Lately, i am experiencing a strange craving to chew on ice, accompanied by a constant, lingering fatigue.",Anaemia
"There is a sharp, agonizing stabbing pain deep inside my right ear, and my hearing is distinctly muffled on that side. It has been consistently bothering me for several days.",Ear Infection
"I am constantly worrying about the future, and my mind simply will not shut off when I try to sleep at night. It has been consistently bothering me for several days.",Anxiety Disorder
"Lately, my face looks puffy, my voice sounds unusually hoarse, and i feel totally drained of all physical energy.",Hypothyroidism
"I must say, i feel a profound, heavy emptiness inside, and i simply cannot find joy in any of the hobbies i used to love.",Depression
"Lately, it feels like there is a dark cloud over my head every day, and i am entirely exhausted even after sleeping ten hours. It has been consistently bothering me for several days.",Depression
"Lately, i am sweating profusely, feeling incredibly dizzy, and there is a tight squeezing sensation around my heart.",Heart Attack
"For the past few days, i am experiencing intense brain fog, severe chills, and a heavy feeling in my chest that makes breathing uncomfortable. I have never experienced anything exactly like this before.",COVID-19
"It is pure agony to swallow anything, and when I look in the mirror, the back of my throat is bright red, swollen, and covered in nasty white spots. I do not know what to do about it anymore.",Tonsillitis
"I am noticing that a tremendously painful, blistering rash has erupted in a band wrapping around the left side of my torso, and the skin feels like it is on fire. It is extremely frustrating to deal with.",Shingles
"I feel like there is a lump in my throat that I cannot swallow away, along with a frequent sour stomach. It is extremely frustrating to deal with.",GERD
"It is hard to explain, but the pain started mildly around my belly button yesterday, but now it has moved lower and i feel incredibly nauseous. I am hoping to find some relief soon.",Appendicitis
"Lately, i am dealing with chronic dry skin on my face that turns into angry, inflamed scales when the weather gets cold. I do not know what to do about it anymore.",Eczema
"Lately, i have a mild fever, i feel profoundly lethargic, and there is a rash spreading from my back to my face. It is extremely frustrating to deal with.",Chickenpox
"Lately, i have a persistent cough that produces no phlegm, and my airways feel constricted whenever i am around cats.",Asthma
"Unfortunately, my heart races sometimes when i climb stairs, and i just do not have the energy i used to possess. It is extremely frustrating to deal with.",Anaemia
"My nose is severely congested and I feel incredibly run down, although my breathing remains perfectly normal so far. I have never experienced anything exactly like this before.",COVID-19
"I must say, i have absolutely lost my sense of taste and smell, and i am battling a persistent dry cough along with fatigue.",COVID-19
"There is a severe, localized pain just below my ribs on the right side, and it burns intensely when I try to urinate.",Kidney Stones
"I do not have many symptoms, but I have noticed I get minor nosebleeds and feel flushed in the face sometimes. It has been consistently bothering me for several days.",Hypertension
"I must say, it feels exactly like there is a tight, heavy band squeezing all the way around my head, especially across my forehead. I am starting to get very concerned about it.",Tension Headache
"To be honest, getting out of my bed requires more energy than i have, and i am struggling with overwhelming feelings of worthlessness.",Depression
I have been violently throwing up and dealing with severe stomach cramps ever since I ate that questionable seafood. It is becoming quite difficult to manage.,Food Poisoning
"Unfortunately, the skin on my shoulder was tingling and itching for days, and today it broke out in a clustered, profoundly painful rash.",Shingles
"It is hard to explain, but my entire body aches terribly, i have a scratching sore throat, and i am running a moderate fever. The symptoms are really impacting my daily routine.",COVID-19
"I am noticing that my head feels slightly congested and i am sneezing quite a bit, though my energy levels are mostly normal. I do not know what to do about it anymore.",Common Cold
"Recently, my vision has been getting somewhat blurry over the last few months, and my hands and feet tingle with a strange numbness.",Type 2 Diabetes
"I am noticing that my left eye is entirely bloodshot, it feels like there is sand under my eyelid, and it is leaking yellow fluid. I have never experienced anything exactly like this before.",Conjunctivitis
"There is a blinding, pulsing pain isolated entirely on the right side of my head, and I absolutely cannot tolerate any bright lights. It is becoming quite difficult to manage.",Migraine
"Recently, my scalp feels tender and my head aches dully, mostly toward the end of a long, stressful day staring at my computer screen. It is becoming quite difficult to manage.",Tension Headache
"Recently, there is a foul, acidic taste that constantly creeps up into the back of my throat, and i am burping relentlessly.",GERD
"To be honest, i am incredibly thirsty all the time no matter how much water i drink, and i find myself having to urinate constantly throughout the day and night. It is extremely frustrating to deal with.",Type 2 Diabetes
"Recently, i have fluid filled blisters on one side of my face, accompanied by a mild fever and a deep, burning ache. It is becoming quite difficult to manage.",Shingles
"For the past few days, i am passing very small amounts of urine frequently, and there is a distinct pinkish hue to it which certainly worries me. The symptoms are really impacting my daily routine.",UTI
"I am experiencing intense brain fog, severe chills, and a heavy feeling in my chest that makes breathing uncomfortable.",COVID-19
"My nose is severely congested and I feel incredibly run down, although my breathing remains perfectly normal so far. I am starting to get very concerned about it.",COVID-19
"The itching is absolutely unbearable, and I am noticing new red bumps appearing on my legs every few hours.",Chickenpox
I am feeling a bit under the weather with mild sinus pressure and a tickle in my throat that will not go away. It is becoming quite difficult to manage.,Common Cold
"Lately, i am running a high fever and coughing up thick, rust colored phlegm, and my chest hurts with a stabbing pain whenever i inhale.",Pneumonia
"Unfortunately, my ear is throbbing constantly, i am running a slight fever, and it hurts terribly when i chew my food.",Ear Infection
"Lately, my hands are covered in tiny blisters and the skin is peeling off, which makes washing dishes unusually painful.",Eczema
"It is hard to explain, but i cannot stop coughing, especially when i lay down to sleep, and i have a mild fever with body aches.",Bronchitis
"Unfortunately, i cannot stop shivering from my fever, and i have a persistent cough that makes my chest ache terribly. The symptoms are really impacting my daily routine.",Pneumonia
"My chest feels incredibly tight, and I am making a loud wheezing noise every time I try to breathe out. It is becoming quite difficult to manage.",Asthma
"My urine looks very cloudy and smells unusually strong, and I am experiencing a dull, persistent ache deep in my lower pelvis. I am hoping to find some relief soon.",UTI
"I have raised, angry red patches of skin completely covered in silvery scales on my elbows that itch relentlessly.",Psoriasis
"Unfortunately, my head feels like it is stuffed with cotton, i have a low grade fever, and thick mucus is constantly draining down the back of my throat. The symptoms are really impacting my daily routine.",Sinusitis
"I was suddenly hit by overwhelming fatigue yesterday, accompanied by a high fever, severe chills, and agonizing muscle aches. It is becoming quite difficult to manage.",Influenza
"Lately, i have raised, angry red patches of skin absolutely covered in silvery scales on my elbows that itch relentlessly. It is extremely frustrating to deal with.",Psoriasis
"It is hard to explain, but my eye is incredibly itchy and slightly swollen, but my actual vision does not seem to be blurry at all.",Conjunctivitis
"To be honest, i have been violently throwing up and dealing with severe stomach cramps ever since i ate that questionable seafood.",Food Poisoning
"I am noticing that my stomach frequently swells up like a balloon after meals, and i experience frequent gas and abdominal discomfort. I am hoping to find some relief soon.",IBS
"I cannot stop scratching these bumps all over my arms, and some of them have already popped and crusted over.",Chickenpox
"I am noticing that i have a splitting headache, a sore throat, and i am so weak that i cannot even stand up to take a shower.",Influenza
"For the past few days, i have a persistent cough that produces no phlegm, and my airways feel constricted whenever i am around cats. I am hoping to find some relief soon.",Asthma
"Lately, i just lost all physical strength in my left arm and leg out of nowhere, and my balance is totally gone. It is becoming quite difficult to manage.",Stroke
"I am noticing that i am dealing with a deep, hacking cough that brings up thick yellow mucus, and my chest feels heavy and sore. It has been consistently bothering me for several days.",Bronchitis
"I have a deep, dull throbbing ache in my knees that makes walking up the stairs a monumental task. I have never experienced anything exactly like this before.",Arthritis
"I must say, i am constantly worrying about the future, and my mind simply will not shut off when i try to sleep at night.",Anxiety Disorder
"The entire right side of my face suddenly went numb and began drooping, and I am finding it incredibly difficult to articulate my words clearly. I am hoping to find some relief soon.",Stroke
"I am noticing that i feel totally exhausted all the time and my friends say i look unusually pale, even when i sleep for eight hours. I am hoping to find some relief soon.",Anaemia
"Unfortunately, i cannot stop coughing, especially when i lay down to sleep, and i have a mild fever with body aches.",Bronchitis
"Lately, my entire body aches terribly, i have a scratching sore throat, and i am running a moderate fever. I am starting to get very concerned about it.",COVID-19
"To be honest, my vision has been getting somewhat blurry over the last few months, and my hands and feet tingle with a strange numbness.",Type 2 Diabetes
"Unfortunately, i have a dull ache in my left ear and a ringing sound that simply will not stop, making it impossible to focus.",Ear Infection
"My bowel habits are entirely unpredictable, drastically swinging between severe constipation and sudden, urgent diarrhea. I am hoping to find some relief soon.",IBS
"My entire body aches terribly, I have a scratching sore throat, and I am running a moderate fever. I am hoping to find some relief soon.",COVID-19
"Recently, i have a burning sensation in my right eye, and the white part looks very inflamed and raw. I have never experienced anything exactly like this before.",Conjunctivitis
"Lately, i have a tender, swollen lump on my foot joint that is so sensitive i cannot even let my bedsheets touch it.",Gout
"I must say, i am experiencing severe brain fog, my memory feels terrible, and my bowel movements have become very sluggish. I am hoping to find some relief soon.",Hypothyroidism
"Lately, i am running a high fever and coughing up thick, rust colored phlegm, and my chest hurts with a stabbing pain whenever i inhale.",Pneumonia
"I started seeing weird zigzag lines in my vision, and shortly after, a severe, nauseating headache completely incapacitated me.",Migraine
"For the past few days, i feel a lot of fluid pressure behind my eardrum, and there is a yellowish discharge leaking out onto my pillow. It is extremely frustrating to deal with.",Ear Infection
"My chest feels incredibly tight, and I am making a loud wheezing noise every time I try to breathe out.",Asthma
"My abdomen is rumbling loudly, I am constantly nauseous, and my entire body feels totally drained of energy.",Gastroenteritis
My torso is covered in intensely itchy red spots that are starting to form little fluid filled blisters. I am starting to get very concerned about it.,Chickenpox
"It is hard to explain, but the pain in my flank comes in intense, agonizing waves, and i noticed my urine was tinged pink with blood this morning.",Kidney Stones
"To be honest, i am shivering uncontrollably in bed, my entire body hurts, and i have a harsh, dry cough that hurts my ribs.",Influenza
"I must say, my head feels slightly congested and i am sneezing quite a bit, though my energy levels are mostly normal. It is extremely frustrating to deal with.",Common Cold
"Lately, i cannot stop sneezing and my nasal passages are entirely blocked, although i do not have a fever. I am hoping to find some relief soon.",Allergic Rhinitis
"I must say, my skin is wholly covered in blackheads and whiteheads, though i do not feel any physical pain.",Acne
"My face feels very tender to the touch, my nose is entirely blocked, and I have a headache that gets significantly worse when I bend over. I have never experienced anything exactly like this before.",Sinusitis
