symptom_description,disease_label,cleaned,processed,num_label
"I feel somewhat miserable with a raw, swollen throat and a high temperature.",Tonsillitis,i feel somewhat miserable with a raw swollen throat and a high temperature,feel somewhat miserable raw swollen throat high temperature,32
"I have pretty rough, thickened skin on my hands that cracks and becomes painful.",Eczema,i have pretty rough thickened skin on my hands that cracks and becomes painful,pretty rough thicken skin hand crack painful,14
"I feel fairly terrible with cramps, vomiting, and frequent loose stools.",Food Poisoning,i feel fairly terrible with cramps vomiting and frequent loose stools,feel fairly terrible cramp vomit frequent loose stool,15
The spots started on my back and have spread noticeably all over my body.,Chickenpox,the spots started on my back and have spread noticeably all over my body,spot start spread noticeably body,9
I keep getting slightly frequent infections and my cuts take much longer to heal.,Type 2 Diabetes,i keep getting slightly frequent infections and my cuts take much longer to heal,get slightly frequent infection cut long heal,33
I have been vomiting unbearably and have a little bad stomach cramps since last night.,Food Poisoning,i have been vomiting unbearably and have a little bad stomach cramps since last night,vomit unbearably little bad stomach cramp night,15
I have quite watery diarrhoea and feel feverish and completely drained.,Gastroenteritis,i have quite watery diarrhoea and feel feverish and completely drained,watery diarrhoea feel feverish completely drain,17
I have quite pain when urinating and my urine has an unpleasant strong odour.,UTI,i have quite pain when urinating and my urine has an unpleasant strong odour,pain urinating urine unpleasant strong odour,34
The joint in my big toe is incredibly tender to the slightest touch and looks swollen.,Gout,the joint in my big toe is incredibly tender to the slightest touch and looks swollen,joint big toe incredibly tender slight touch look swollen,18
I have a a little stuffy nose and keep sneezing with mild body aches.,Common Cold,i have a a little stuffy nose and keep sneezing with mild body aches,little stuffy nose sneeze mild body ache,10
I feel somewhat feverish and my chest feels tight whenever I try to breathe deeply.,COVID-19,i feel somewhat feverish and my chest feels tight whenever i try to breathe deeply,feel somewhat feverish chest feel tight try breathe deeply,8
My tonsils are fairly covered in pus and my throat aches even when I breathe.,Tonsillitis,my tonsils are fairly covered in pus and my throat aches even when i breathe,tonsil fairly cover pus throat ache breathe,32
I have quite puffiness in my face and around my eyes alongside fatigue.,Hypothyroidism,i have quite puffiness in my face and around my eyes alongside fatigue,puffiness face eye alongside fatigue,21
"I have a noticeably sore throat, mild cough, and general feeling of being unwell.",Common Cold,i have a noticeably sore throat mild cough and general feeling of being unwell,noticeably sore throat mild cough general feeling unwell,10
I feel noticeably discomfort in my pelvis and my urine is rather cloudy and dark.,UTI,i feel noticeably discomfort in my pelvis and my urine is rather cloudy and dark,feel noticeably discomfort pelvis urine cloudy dark,34
I have a mildly throbbing headache alongside fever and body-wide muscle pain.,Influenza,i have a mildly throbbing headache alongside fever and body wide muscle pain,mildly throbbing headache alongside fever body wide muscle pain,23
I have rather chest pain that worsens with breathing alongside a productive cough.,Pneumonia,i have rather chest pain that worsens with breathing alongside a productive cough,chest pain worsen breathe alongside productive cough,26
I have pretty frequent headaches and feel lightheaded when I stand up quickly.,Hypertension,i have pretty frequent headaches and feel lightheaded when i stand up quickly,pretty frequent headache feel lightheaded stand quickly,20
I cannot tolerate any light or sound because of my noticeably pounding headache.,Migraine,i cannot tolerate any light or sound because of my noticeably pounding headache,not tolerate light sound noticeably pound headache,25
My throat is extremely extremely sore and I have white patches on my tonsils.,Tonsillitis,my throat is extremely extremely sore and i have white patches on my tonsils,throat extremely extremely sore white patch tonsil,32
"I have a noticeably high fever, body aches, and feel completely wiped out since yesterday.",Influenza,i have a noticeably high fever body aches and feel completely wiped out since yesterday,noticeably high fever body ache feel completely wipe yesterday,23
My ear is mildly sore and I can feel fluid building up behind my eardrum.,Ear Infection,my ear is mildly sore and i can feel fluid building up behind my eardrum,ear mildly sore feel fluid building eardrum,13
"My eyes are severely watery, red, and sensitive to bright light.",Conjunctivitis,my eyes are severely watery red and sensitive to bright light,eye severely watery red sensitive bright light,11
I have a moderately throbbing headache on one side of my head that makes me sick.,Migraine,i have a moderately throbbing headache on one side of my head that makes me sick,moderately throbbing headache head make sick,25
I have been feeling unbearably anxious and cannot seem to calm my racing thoughts.,Anxiety Disorder,i have been feeling unbearably anxious and cannot seem to calm my racing thoughts,feel unbearably anxious not calm racing thought,3
I feel fairly feverish and my throat is so sore that swallowing is very painful.,Tonsillitis,i feel fairly feverish and my throat is so sore that swallowing is very painful,feel fairly feverish throat sore swallowing painful,32
I cannot tolerate any light or sound because of my mildly pounding headache.,Migraine,i cannot tolerate any light or sound because of my mildly pounding headache,not tolerate light sound mildly pound headache,25
I have noticeably frequent diarrhoea and feel feverish with a painful stomach.,Gastroenteritis,i have noticeably frequent diarrhoea and feel feverish with a painful stomach,noticeably frequent diarrhoea feel feverish painful stomach,17
I feel pretty fatigued and I have noticed slow healing of cuts and sores.,Type 2 Diabetes,i feel pretty fatigued and i have noticed slow healing of cuts and sores,feel pretty fatigued notice slow healing cut sore,33
My temperature is pretty high and I feel achy all over with a tight chest.,COVID-19,my temperature is pretty high and i feel achy all over with a tight chest,temperature pretty high feel achy tight chest,8
"I have not had any rash, but I have a little swollen tonsils with white spots and a painful throat.",Tonsillitis,i have not had any rash but i have a little swollen tonsils with white spots and a painful throat,not rash little swollen tonsil white spot painful throat,32
I have pretty sudden loss of balance and one arm feels completely numb.,Stroke,i have pretty sudden loss of balance and one arm feels completely numb,pretty sudden loss balance arm feel completely numb,30
My head is pretty pounding on one side and I had visual disturbances beforehand.,Migraine,my head is pretty pounding on one side and i had visual disturbances beforehand,head pretty pounding visual disturbance,25
"There is no headache so far, but I have mildly sudden weakness in my face and arm on one side.",Stroke,there is no headache so far but i have mildly sudden weakness in my face and arm on one side,no headache far mildly sudden weakness face arm,30
My stomach feels somewhat knotted and I feel nauseous when I am anxious.,Anxiety Disorder,my stomach feels somewhat knotted and i feel nauseous when i am anxious,stomach feel somewhat knot feel nauseous anxious,3
My head is unbearably pounding on one side and I had visual disturbances beforehand.,Migraine,my head is unbearably pounding on one side and i had visual disturbances beforehand,head unbearably pound visual disturbance,25
I have a noticeably itchy and painful blistering rash limited to one side of my body.,Shingles,i have a noticeably itchy and painful blistering rash limited to one side of my body,noticeably itchy painful blistering rash limit body,28
"I have moderately chills and sweats, a dry cough, and my whole body aches.",Influenza,i have moderately chills and sweats a dry cough and my whole body aches,moderately chill sweat dry cough body ache,23
My chest aches incredibly from coughing so much and I feel generally run down.,Bronchitis,my chest aches incredibly from coughing so much and i feel generally run down,chest ache incredibly cough feel generally run,7
My skin is covered in red bumps and blackheads that are severely embarrassing.,Acne,my skin is covered in red bumps and blackheads that are severely embarrassing,skin cover red bump blackhead severely embarrassing,0
I feel like I am always sneezing and my nose is terribly congested indoors.,Allergic Rhinitis,i feel like i am always sneezing and my nose is terribly congested indoors,feel like sneeze nose terribly congest indoor,1
I feel incredibly nauseous after meals and have a persistent acidic taste in my mouth.,GERD,i feel incredibly nauseous after meals and have a persistent acidic taste in my mouth,feel incredibly nauseous meal persistent acidic taste mouth,16
"I feel pretty terrible with cramps, vomiting, and frequent loose stools.",Food Poisoning,i feel pretty terrible with cramps vomiting and frequent loose stools,feel pretty terrible cramp vomit frequent loose stool,15
I have rather sudden vision loss in one eye and feel very confused.,Stroke,i have rather sudden vision loss in one eye and feel very confused,sudden vision loss eye feel confused,30
I have been coughing terribly at night and waking up unable to breathe well.,Asthma,i have been coughing terribly at night and waking up unable to breathe well,cough terribly night wake unable breathe,6
I have a somewhat throbbing headache on one side of my head that makes me sick.,Migraine,i have a somewhat throbbing headache on one side of my head that makes me sick,somewhat throbbing headache head make sick,25
I have quite worsening heartburn at night that wakes me up from sleep.,GERD,i have quite worsening heartburn at night that wakes me up from sleep,worsen heartburn night wake sleep,16
"I feel moderately drained with a fever, headache, and painful joints throughout my body.",Influenza,i feel moderately drained with a fever headache and painful joints throughout my body,feel moderately drain fever headache painful joint body,23
I find it quite hard to breathe deeply and I feel winded very easily.,Asthma,i find it quite hard to breathe deeply and i feel winded very easily,find hard breathe deeply feel wind easily,6
My head feels slightly like it is being squeezed and my neck is very stiff.,Tension Headache,my head feels slightly like it is being squeezed and my neck is very stiff,head feel slightly like squeeze neck stiff,31
The inside of my nose feels slightly irritated and I keep having sneezing fits.,Allergic Rhinitis,the inside of my nose feels slightly irritated and i keep having sneezing fits,inside nose feel slightly irritated have sneeze fit,1
I have been feeling unbearably miserable and have difficulty making even small decisions.,Depression,i have been feeling unbearably miserable and have difficulty making even small decisions,feel unbearably miserable difficulty make small decision,12
I feel terribly pain and pressure in my lower abdomen and my urine smells strong.,UTI,i feel terribly pain and pressure in my lower abdomen and my urine smells strong,feel terribly pain pressure low abdoman urine smell strong,34
The rash wraps moderately around one side of my waist and stings intensely.,Shingles,the rash wraps moderately around one side of my waist and stings intensely,rash wrap moderately waist sting intensely,28
"I have very red, scaly patches that appear on my lower back and scalp.",Psoriasis,i have very red scaly patches that appear on my lower back and scalp,red scaly patch appear low scalp,27
I have been moderately congested with a mild cough and a runny nose for the past two weeks.,Common Cold,i have been moderately congested with a mild cough and a runny nose for the past two weeks,moderately congest mild cough runny nose past week,10
I have severely watery diarrhoea and feel feverish and completely drained.,Gastroenteritis,i have severely watery diarrhoea and feel feverish and completely drained,severely watery diarrhoea feel feverish completely drain,17
The pain in my toe came on severely suddenly overnight and is unbearable to touch.,Gout,the pain in my toe came on severely suddenly overnight and is unbearable to touch,pain toe come severely suddenly overnight unbearable touch,18
I have fairly pressure behind my eyes and keep blowing out thick yellow mucus.,Sinusitis,i have fairly pressure behind my eyes and keep blowing out thick yellow mucus,fairly pressure eye blow thick yellow mucus,29
My stomach feels fairly knotted and I feel nauseous when I am anxious.,Anxiety Disorder,my stomach feels fairly knotted and i feel nauseous when i am anxious,stomach feel fairly knot feel nauseous anxious,3
I have slightly throbbing pain in my big toe and the skin looks bright red.,Gout,i have slightly throbbing pain in my big toe and the skin looks bright red,slightly throb pain big toe skin look bright red,18
My stomach is severely cramped and I keep vomiting after eating out yesterday.,Food Poisoning,my stomach is severely cramped and i keep vomiting after eating out yesterday,stomach severely cramp vomit eat yesterday,15
I have pretty nerve pain and a rash of fluid-filled spots on my back and chest.,Shingles,i have pretty nerve pain and a rash of fluid filled spots on my back and chest,pretty nerve pain rash fluid fill spot chest,28
I have been sleeping mildly too much but still feel exhausted and unmotivated.,Depression,i have been sleeping mildly too much but still feel exhausted and unmotivated,sleep mildly feel exhausted unmotivated,12
"I feel fairly hypervigilant and jumpy, always expecting something bad to happen.",Anxiety Disorder,i feel fairly hypervigilant and jumpy always expecting something bad to happen,feel fairly hypervigilant jumpy expect bad happen,3
My throat is severely extremely sore and I have white patches on my tonsils.,Tonsillitis,my throat is severely extremely sore and i have white patches on my tonsils,throat severely extremely sore white patch tonsil,32
My eyelids are very puffy and stuck together in the mornings.,Conjunctivitis,my eyelids are very puffy and stuck together in the mornings,eyelid puffy stick morning,11
"My eyes have been pretty red and irritated alongside a blocked, runny nose.",Allergic Rhinitis,my eyes have been pretty red and irritated alongside a blocked runny nose,eye pretty red irritated alongside block runny nose,1
My ear hurts incredibly and I also have a mild fever and feel generally unwell.,Ear Infection,my ear hurts incredibly and i also have a mild fever and feel generally unwell,ear hurt incredibly mild fever feel generally unwell,13
I have moderately watery diarrhoea and keep feeling nauseous after every meal.,Food Poisoning,i have moderately watery diarrhoea and keep feeling nauseous after every meal,moderately watery diarrhoea feel nauseous meal,15
My skin feels greasy all the time and I am breaking out all over my chin.,Acne,my skin feels greasy all the time and i am breaking out all over my chin,skin feel greasy time break chin,0
"I have a fairly sore throat, mild cough, and general feeling of being unwell.",Common Cold,i have a fairly sore throat mild cough and general feeling of being unwell,fairly sore throat mild cough general feeling unwell,10
"I feel somewhat unwell with nausea, loose stools, and stomach pain all day.",Gastroenteritis,i feel somewhat unwell with nausea loose stools and stomach pain all day,feel somewhat unwell nausea loose stool stomach pain day,17
"I have a moderately burning, stinging sensation when I urinate and go very frequently.",UTI,i have a moderately burning stinging sensation when i urinate and go very frequently,moderately burn sting sensation urinate frequently,34
I have been experiencing noticeably swelling and tenderness in multiple joints.,Arthritis,i have been experiencing noticeably swelling and tenderness in multiple joints,experience noticeably swell tenderness multiple joint,5
My nails have become somewhat pitted and discoloured alongside the skin plaques.,Psoriasis,my nails have become somewhat pitted and discoloured alongside the skin plaques,nail somewhat pit discolour alongside skin plaque,27
I feel like I am always sneezing and my nose is somewhat congested indoors.,Allergic Rhinitis,i feel like i am always sneezing and my nose is somewhat congested indoors,feel like sneeze nose somewhat congested indoor,1
I feel very fatigued and I have noticed slow healing of cuts and sores.,Type 2 Diabetes,i feel very fatigued and i have noticed slow healing of cuts and sores,feel fatigued notice slow healing cut sore,33
I have been very wheezing and feel tightness in my chest when I breathe.,Asthma,i have been very wheezing and feel tightness in my chest when i breathe,wheezing feel tightness chest breathe,6
I cannot smell or taste anything and I have a mildly headache and fatigue.,COVID-19,i cannot smell or taste anything and i have a mildly headache and fatigue,not smell taste mildly headache fatigue,8
My ear hurts pretty and I also have a mild fever and feel generally unwell.,Ear Infection,my ear hurts pretty and i also have a mild fever and feel generally unwell,ear hurt pretty mild fever feel generally unwell,13
I have moderately mucus in my stool and a persistent feeling of not emptying fully.,IBS,i have moderately mucus in my stool and a persistent feeling of not emptying fully,moderately mucus stool persistent feeling not empty fully,22
I feel quite sick and the light and noise around me make my headache much worse.,Migraine,i feel quite sick and the light and noise around me make my headache much worse,feel sick light noise headache bad,25
I struggle rather to catch my breath after even light physical activity.,Asthma,i struggle rather to catch my breath after even light physical activity,struggle catch breath light physical activity,6
"My skin is mildly itchy, red, and dry with patches that crack and bleed.",Eczema,my skin is mildly itchy red and dry with patches that crack and bleed,skin mildly itchy red dry patch crack bleed,14
My head aches a little across the front and sides and my shoulders feel very tense.,Tension Headache,my head aches a little across the front and sides and my shoulders feel very tense,head ache little side shoulder feel tense,31
The inside of my nose feels extremely irritated and I keep having sneezing fits.,Allergic Rhinitis,the inside of my nose feels extremely irritated and i keep having sneezing fits,inside nose feel extremely irritated have sneeze fit,1
"I feel a little miserable with a raw, swollen throat and a high temperature.",Tonsillitis,i feel a little miserable with a raw swollen throat and a high temperature,feel little miserable raw swollen throat high temperature,32
The itching in my nose and eyes is severely disruptive and makes it hard to focus.,Allergic Rhinitis,the itching in my nose and eyes is severely disruptive and makes it hard to focus,itching nose eye severely disruptive make hard focus,1
My skin feels rather dry and rough and I have been constipated for weeks.,Hypothyroidism,my skin feels rather dry and rough and i have been constipated for weeks,skin feel dry rough constipate week,21
I am extremely lethargic and my muscle movements feel slow and weak.,Hypothyroidism,i am extremely lethargic and my muscle movements feel slow and weak,extremely lethargic muscle movement feel slow weak,21
There is terribly discharge coming from my ear and it is incredibly painful.,Ear Infection,there is terribly discharge coming from my ear and it is incredibly painful,terribly discharge come ear incredibly painful,13
I had zigzag visual disturbances followed by a extremely pounding one-sided headache.,Migraine,i had zigzag visual disturbances followed by a extremely pounding one sided headache,zigzag visual disturbance follow extremely pounding sided headache,25
My vision has gone severely blurry in one eye and one side of my body feels weak.,Stroke,my vision has gone severely blurry in one eye and one side of my body feels weak,vision go severely blurry eye body feel weak,30
My skin feels extremely dry and rough and I have been constipated for weeks.,Hypothyroidism,my skin feels extremely dry and rough and i have been constipated for weeks,skin feel extremely dry rough constipate week,21
I have been moderately thirsty all the time and urinating much more frequently.,Type 2 Diabetes,i have been moderately thirsty all the time and urinating much more frequently,moderately thirsty time urinate frequently,33
My eyes keep weeping and are severely red and uncomfortable to open.,Conjunctivitis,my eyes keep weeping and are severely red and uncomfortable to open,eye weep severely red uncomfortable open,11
I feel quite dizzy and lightheaded whenever I stand up quickly.,Anaemia,i feel quite dizzy and lightheaded whenever i stand up quickly,feel dizzy lightheaded stand quickly,2
I have been urinating quite frequently at night and wake up very thirsty.,Type 2 Diabetes,i have been urinating quite frequently at night and wake up very thirsty,urinate frequently night wake thirsty,33
"I feel mildly miserable with a raw, swollen throat and a high temperature.",Tonsillitis,i feel mildly miserable with a raw swollen throat and a high temperature,feel mildly miserable raw swollen throat high temperature,32
I feel unbearably exhausted and have been running to the toilet every hour.,Gastroenteritis,i feel unbearably exhausted and have been running to the toilet every hour,feel unbearably exhausted run toilet hour,17
I have a pretty itchy and painful blistering rash limited to one side of my body.,Shingles,i have a pretty itchy and painful blistering rash limited to one side of my body,pretty itchy painful blistering rash limit body,28
I have been quite nauseous and vomiting alongside my severe back and flank pain.,Kidney Stones,i have been quite nauseous and vomiting alongside my severe back and flank pain,nauseous vomit alongside severe flank pain,24
I feel extremely fatigued and I have noticed slow healing of cuts and sores.,Type 2 Diabetes,i feel extremely fatigued and i have noticed slow healing of cuts and sores,feel extremely fatigued notice slow healing cut sore,33
"I have been experiencing somewhat excessive thirst, frequent urination, and fatigue.",Type 2 Diabetes,i have been experiencing somewhat excessive thirst frequent urination and fatigue,experience somewhat excessive thirst frequent urination fatigue,33
My head feels quite like it is being squeezed and my neck is very stiff.,Tension Headache,my head feels quite like it is being squeezed and my neck is very stiff,head feel like squeeze neck stiff,31
My sinuses ache rather and the pain is worse in the morning or when I move my head.,Sinusitis,my sinuses ache rather and the pain is worse in the morning or when i move my head,sinus ache pain bad morning head,29
My abdomen has been very painful and I have a mild fever with the sickness.,Food Poisoning,my abdomen has been very painful and i have a mild fever with the sickness,abdomen painful mild fever sickness,15
I have been quite short of breath and feel like my heart is pounding in my chest.,Hypertension,i have been quite short of breath and feel like my heart is pounding in my chest,short breath feel like heart pound chest,20
I have fairly tingling and numbness in my feet and hands over the last couple of days.,Type 2 Diabetes,i have fairly tingling and numbness in my feet and hands over the last couple of days,fairly tingle numbness foot hand couple day,33
"I have incredibly bad hay fever symptoms including sneezing, runny nose, and itchy eyes.",Allergic Rhinitis,i have incredibly bad hay fever symptoms including sneezing runny nose and itchy eyes,incredibly bad hay fever symptom include sneeze runny nose itchy eye,1
"I have incredibly itchy red spots all over my face, scalp, and torso.",Chickenpox,i have incredibly itchy red spots all over my face scalp and torso,incredibly itchy red spot face scalp torso,9
The pressure headache I have is extremely and my scalp feels tender to touch.,Tension Headache,the pressure headache i have is extremely and my scalp feels tender to touch,pressure headache extremely scalp feel tender touch,31
"I feel pretty drained with a fever and a very painful, swollen throat.",Tonsillitis,i feel pretty drained with a fever and a very painful swollen throat,feel pretty drain fever painful swollen throat,32
I suddenly feel slightly weak on one side of my body and my face is drooping.,Stroke,i suddenly feel slightly weak on one side of my body and my face is drooping,suddenly feel slightly weak body face droop,30
I have a unbearably high temperature and a rash of small fluid-filled blisters.,Chickenpox,i have a unbearably high temperature and a rash of small fluid filled blisters,unbearably high temperature rash small fluid fill blister,9
My skin is covered in red bumps and blackheads that are terribly embarrassing.,Acne,my skin is covered in red bumps and blackheads that are terribly embarrassing,skin cover red bump blackhead terribly embarrassing,0
I have unbearably flaking skin on my scalp that is itchy and embarrassing in public.,Psoriasis,i have unbearably flaking skin on my scalp that is itchy and embarrassing in public,unbearably flake skin scalp itchy embarrassing public,27
My chest aches terribly from coughing so much and I feel generally run down.,Bronchitis,my chest aches terribly from coughing so much and i feel generally run down,chest ache terribly cough feel generally run,7
I have a very throbbing earache that is making it hard to sleep at night.,Ear Infection,i have a very throbbing earache that is making it hard to sleep at night,throbbing earache make hard sleep night,13
I have a quite burning feeling in my chest after meals that rises to my throat.,GERD,i have a quite burning feeling in my chest after meals that rises to my throat,burn feeling chest meal rise throat,16
I have terribly raised red patches that itch and feel tight when the skin is dry.,Psoriasis,i have terribly raised red patches that itch and feel tight when the skin is dry,terribly raise red patch itch feel tight skin dry,27
I have moderately widespread scaly skin patches that flare up under stress.,Psoriasis,i have moderately widespread scaly skin patches that flare up under stress,moderately widespread scaly skin patch flare stress,27
My nose has been running moderately since this morning and I cannot stop sneezing.,Allergic Rhinitis,my nose has been running moderately since this morning and i cannot stop sneezing,nose run moderately morning not stop sneeze,1
I feel a little congested with facial pain and a reduced ability to smell anything.,Sinusitis,i feel a little congested with facial pain and a reduced ability to smell anything,feel little congested facial pain reduce ability smell,29
I feel somewhat feverish and my throat is so sore that swallowing is very painful.,Tonsillitis,i feel somewhat feverish and my throat is so sore that swallowing is very painful,feel somewhat feverish throat sore swallowing painful,32
I am quite breathless even at rest and have a high temperature and dry cough.,COVID-19,i am quite breathless even at rest and have a high temperature and dry cough,breathless rest high temperature dry cough,8
"I have very persistent patches of rough, itchy skin that keep coming back.",Eczema,i have very persistent patches of rough itchy skin that keep coming back,persistent patch rough itchy skin come,14
I feel terribly sluggish after meals and have noticed my vision getting worse.,Type 2 Diabetes,i feel terribly sluggish after meals and have noticed my vision getting worse,feel terribly sluggish meal notice vision get bad,33
I have a mildly tightening sensation around my head that builds throughout the day.,Tension Headache,i have a mildly tightening sensation around my head that builds throughout the day,mildly tighten sensation head build day,31
My breathing is slightly wheezy and I feel a constant pressure in my chest.,Asthma,my breathing is slightly wheezy and i feel a constant pressure in my chest,breathing slightly wheezy feel constant pressure chest,6
"There is no fever so far, but I have fairly severe pain and a stripe of blisters on one side.",Shingles,there is no fever so far but i have fairly severe pain and a stripe of blisters on one side,no fever far fairly severe pain stripe blister,28
"I feel incredibly terrible with cramps, vomiting, and frequent loose stools.",Food Poisoning,i feel incredibly terrible with cramps vomiting and frequent loose stools,feel incredibly terrible cramp vomit frequent loose stool,15
I am somewhat thirsty no matter how much I drink and I feel constantly tired.,Type 2 Diabetes,i am somewhat thirsty no matter how much i drink and i feel constantly tired,somewhat thirsty no matter drink feel constantly tired,33
I have unbearably bowel urgency and discomfort that is worse under stress.,IBS,i have unbearably bowel urgency and discomfort that is worse under stress,unbearably bowel urgency discomfort bad stress,22
"I have not had any diarrhoea, but I have slightly sharp pain in my right side and feel like being sick.",Appendicitis,i have not had any diarrhoea but i have slightly sharp pain in my right side and feel like being sick,not diarrhoea slightly sharp pain right feel like sick,4
I feel like I am always sneezing and my nose is fairly congested indoors.,Allergic Rhinitis,i feel like i am always sneezing and my nose is fairly congested indoors,feel like sneeze nose fairly congested indoor,1
I have moderately sensitivity to smell and light alongside a pulsating headache.,Migraine,i have moderately sensitivity to smell and light alongside a pulsating headache,moderately sensitivity smell light alongside pulsate headache,25
My throat is very sore and swollen and I find it very hard to swallow.,Tonsillitis,my throat is very sore and swollen and i find it very hard to swallow,throat sore swollen find hard swallow,32
My heart seems to beat unbearably slower than normal and I feel constantly drained.,Hypothyroidism,my heart seems to beat unbearably slower than normal and i feel constantly drained,heart beat unbearably slow normal feel constantly drain,21
The pain in my chest feels moderately heavy and has spread to my back and jaw.,Heart Attack,the pain in my chest feels moderately heavy and has spread to my back and jaw,pain chest feel moderately heavy spread jaw,19
My breathing is severely laboured and I feel incredibly weak with chills and fever.,Pneumonia,my breathing is severely laboured and i feel incredibly weak with chills and fever,breathing severely laboured feel incredibly weak chill fever,26
I have clusters of spots on my back and shoulders that are mildly sore.,Acne,i have clusters of spots on my back and shoulders that are mildly sore,cluster spot shoulder mildly sore,0
"I have a incredibly dull, constant pressure headache that wraps around my head.",Tension Headache,i have a incredibly dull constant pressure headache that wraps around my head,incredibly dull constant pressure headache wrap head,31
My abdomen has been unbearably painful and I have a mild fever with the sickness.,Food Poisoning,my abdomen has been unbearably painful and i have a mild fever with the sickness,abdomen unbearably painful mild fever sickness,15
I have unbearably excruciating pain that radiates from my back to my lower abdomen.,Kidney Stones,i have unbearably excruciating pain that radiates from my back to my lower abdomen,unbearably excruciating pain radiate low abdomen,24
"My eyes have been very red and irritated alongside a blocked, runny nose.",Allergic Rhinitis,my eyes have been very red and irritated alongside a blocked runny nose,eye red irritated alongside block runny nose,1
My airways feel incredibly constricted and I need my inhaler multiple times a day.,Asthma,my airways feel incredibly constricted and i need my inhaler multiple times a day,airway feel incredibly constrict need inhaler multiple time day,6
I have had a unbearably tension headache for hours and my neck feels knotted.,Tension Headache,i have had a unbearably tension headache for hours and my neck feels knotted,unbearably tension headache hour neck feel knot,31
My heart races severely and I feel an overwhelming sense of dread for no clear reason.,Anxiety Disorder,my heart races severely and i feel an overwhelming sense of dread for no clear reason,heart race severely feel overwhelming sense dread no clear reason,3
I have noticeably tingling and sharp pain on one side of my body before the rash appeared.,Shingles,i have noticeably tingling and sharp pain on one side of my body before the rash appeared,noticeably tingle sharp pain body rash appear,28
The rash wraps very around one side of my waist and stings intensely.,Shingles,the rash wraps very around one side of my waist and stings intensely,rash wrap waist sting intensely,28
I have been coughing up incredibly rust-coloured phlegm and have a high temperature.,Pneumonia,i have been coughing up incredibly rust coloured phlegm and have a high temperature,cough incredibly rust coloured phlegm high temperature,26
"I feel unbearably hypervigilant and jumpy, always expecting something bad to happen.",Anxiety Disorder,i feel unbearably hypervigilant and jumpy always expecting something bad to happen,feel unbearably hypervigilant jumpy expect bad happen,3
I have a rather tightening sensation around my head that builds throughout the day.,Tension Headache,i have a rather tightening sensation around my head that builds throughout the day,tighten sensation head build day,31
I experience extremely pressure and burning in my upper abdomen after eating.,GERD,i experience extremely pressure and burning in my upper abdomen after eating,experience extremely pressure burn upper abdomen eat,16
I have been urinating slightly frequently at night and wake up very thirsty.,Type 2 Diabetes,i have been urinating slightly frequently at night and wake up very thirsty,urinate slightly frequently night wake thirsty,33
I have mildly pain when urinating and my urine has an unpleasant strong odour.,UTI,i have mildly pain when urinating and my urine has an unpleasant strong odour,mildly pain urinating urine unpleasant strong odour,34
"I am not experiencing pain, however I have quite increased thirst, fatigue, and blurry vision.",Type 2 Diabetes,i am not experiencing pain however i have quite increased thirst fatigue and blurry vision,not experience pain increase thirst fatigue blurry vision,33
I feel quite dizzy and have had nose bleeds that seem to happen out of nowhere.,Hypertension,i feel quite dizzy and have had nose bleeds that seem to happen out of nowhere,feel dizzy nose bleed happen,20
"I have no energy, no motivation, and feel quite disconnected from everything.",Depression,i have no energy no motivation and feel quite disconnected from everything,no energy no motivation feel disconnected,12
"I have not had any rash, but I have noticeably fever, chesty cough, and breathlessness that is getting worse.",Pneumonia,i have not had any rash but i have noticeably fever chesty cough and breathlessness that is getting worse,not rash noticeably fever chesty cough breathlessness get bad,26
"I do not have pain, though I feel fairly exhausted, cold, and have been gaining weight gradually.",Hypothyroidism,i do not have pain though i feel fairly exhausted cold and have been gaining weight gradually,not pain feel fairly exhausted cold gain weight gradually,21
I have rather heartburn that is worse after eating fatty or spicy food.,GERD,i have rather heartburn that is worse after eating fatty or spicy food,heartburn bad eat fatty spicy food,16
I feel quite exhausted and have been running to the toilet every hour.,Gastroenteritis,i feel quite exhausted and have been running to the toilet every hour,feel exhausted run toilet hour,17
I feel fairly congested and my throat is scratchy and uncomfortable.,Common Cold,i feel fairly congested and my throat is scratchy and uncomfortable,feel fairly congested throat scratchy uncomfortable,10
"There is no fever so far, but I have fairly facial pain and thick nasal discharge that will not clear.",Sinusitis,there is no fever so far but i have fairly facial pain and thick nasal discharge that will not clear,no fever far fairly facial pain thick nasal discharge not clear,29
"I have terribly flaky, inflamed skin behind my knees that itches constantly.",Eczema,i have terribly flaky inflamed skin behind my knees that itches constantly,terribly flaky inflame skin knee itch constantly,14
I feel extremely sudden severe dizziness and cannot walk in a straight line.,Stroke,i feel extremely sudden severe dizziness and cannot walk in a straight line,feel extremely sudden severe dizziness not walk straight line,30
I feel moderately shooting pain along a nerve with a rash of small blisters nearby.,Shingles,i feel moderately shooting pain along a nerve with a rash of small blisters nearby,feel moderately shoot pain nerve rash small blister nearby,28
"My joints are terribly stiff and painful, especially in the morning when I wake up.",Arthritis,my joints are terribly stiff and painful especially in the morning when i wake up,joint terribly stiff painful especially morning wake,5
"My joints are severely stiff and painful, especially in the morning when I wake up.",Arthritis,my joints are severely stiff and painful especially in the morning when i wake up,joint severely stiff painful especially morning wake,5
The itching on my skin is severely worse at night and keeps me awake.,Eczema,the itching on my skin is severely worse at night and keeps me awake,itching skin severely bad night keep awake,14
