symptom_description,disease_label
My nose is quite blocked and I have a low-grade fever and sore throat.,Common Cold
My hands are very swollen and it is hard to grip things properly.,Arthritis
My abdomen is slightly rigid and painful on the right side and I have a low fever.,Appendicitis
My temperature is very high and I feel achy all over with a tight chest.,COVID-19
My concentration is moderately poor and I feel mentally slow and unmotivated.,Hypothyroidism
My nails have become slightly pitted and discoloured alongside the skin plaques.,Psoriasis
I cannot stop scratching because the blisters are extremely unbearably itchy.,Chickenpox
I have lost all interest in my hobbies and feel mildly numb most of the time.,Depression
I feel unbearably nauseous and have a pulsing pain behind one eye with light sensitivity.,Migraine
My vision has gone somewhat blurry in one eye and one side of my body feels weak.,Stroke
I have a fairly burning sensation when I urinate and need to go very frequently.,UTI
I feel like I am always sneezing and my nose is fairly congested indoors.,Allergic Rhinitis
"I do not have sore throat, though I have very fever, fatigue, and painful muscle aches.",Influenza
I have somewhat pressure behind my eyes and keep blowing out thick yellow mucus.,Sinusitis
My throat is raw from coughing and I feel quite tightness across my chest.,Bronchitis
I feel slightly nauseous and have a pulsing pain behind one eye with light sensitivity.,Migraine
I feel noticeably intense pressure on my chest like something is squeezing my heart.,Heart Attack
I wake up at night feeling slightly short of breath and have to use my inhaler.,Asthma
I have a little severe stomach cramps and everything I eat comes straight back up.,Food Poisoning
I feel moderately pelvic pressure and a constant urge to urinate even after going.,UTI
I have rather intense flank pain and feel the urge to urinate very frequently.,Kidney Stones
I have a fairly burning sensation when I urinate and need to go very frequently.,UTI
I have been getting terribly nosebleeds alongside pressure headaches and dizziness.,Hypertension
I have pretty sensitivity to smell and light alongside a pulsating headache.,Migraine
I have been unbearably exhausted with headaches and a cough that will not clear.,COVID-19
My throat is noticeably extremely sore and I have white patches on my tonsils.,Tonsillitis
I have unbearably discharge coming from both eyes and they feel irritated.,Conjunctivitis
My chest aches very from coughing so much and I feel generally run down.,Bronchitis
"My eyes have been noticeably red and irritated alongside a blocked, runny nose.",Allergic Rhinitis
I have lost my appetite and have a unbearably stabbing pain in my right lower belly.,Appendicitis
My energy levels have dropped incredibly and I feel exhausted all the time.,Anaemia
I feel a terribly grinding sensation in my knees when I walk or go up stairs.,Arthritis
I have moderately excruciating pain in my foot joint that started in the middle of the night.,Gout
I have a quite chesty cough and feel short of breath after minimal exertion.,Bronchitis
I feel very congested in my chest and my cough is becoming more frequent.,Bronchitis
I have been crying terribly often for no clear reason and feel utterly worthless.,Depression
"I have not had any cough, but I have incredibly pressure on my chest with nausea and sweating.",Heart Attack
My heart seems to beat fairly slower than normal and I feel constantly drained.,Hypothyroidism
My skin condition flares incredibly in winter and the plaques become very thick.,Psoriasis
I have a little inflamed pimples on my forehead and chin that keep getting worse.,Acne
My feet feel severely numb and I have been rather fatigued and craving sugar.,Type 2 Diabetes
I feel like I cannot get enough air and my breathing is a little laboured.,Asthma
"My eyes are incredibly puffy, red, and itchy and my nose keeps dripping.",Allergic Rhinitis
My breathing is moderately wheezy and I feel a constant pressure in my chest.,Asthma
The inside of my ear feels fairly inflamed and I cannot hear well on that side.,Ear Infection
The blisters on my torso are somewhat painful and the area around them is very sensitive.,Shingles
"I have no energy, no motivation, and feel severely disconnected from everything.",Depression
My stomach cramps severely and I feel full and bloated even after small meals.,IBS
My urine looks quite pink and I have a burning feeling when I pass it.,UTI
My body aches slightly and I have had a high fever with chills since yesterday.,Influenza
"I feel incredibly unwell with a high fever, cough, and difficulty breathing properly.",Pneumonia
"My eyes have been unbearably red and irritated alongside a blocked, runny nose.",Allergic Rhinitis
My feet feel extremely numb and I have been terribly fatigued and craving sugar.,Type 2 Diabetes
I feel rather gassy and bloated most of the day with intermittent cramps.,IBS
I have been going to the toilet unbearably often and feel pain in my lower abdomen.,UTI
The skin on one side of my face is pretty painful and has developed blisters.,Shingles
My forehead feels extremely heavy and I have a dull ache spreading to my neck.,Tension Headache
"I have not had any vomiting, but I have very acid reflux that causes a burning sensation in my chest.",GERD
My skin has unbearably widespread blistering and I feel feverish and worn out.,Chickenpox
I have been crying severely often for no clear reason and feel utterly worthless.,Depression
I cannot smell or taste anything and I have a fairly headache and fatigue.,COVID-19
My breathing is quite laboured and I feel moderately weak with chills and fever.,Pneumonia
I feel a moderately constant squeezing pain across my head that comes on with stress.,Tension Headache
I feel mildly lethargic and get palpitations even when sitting still.,Anaemia
I have fairly breathlessness even at rest and my cough produces yellow sputum.,Pneumonia
I feel somewhat dizzy and weak alongside the vomiting and diarrhoea.,Food Poisoning
My breathing is noticeably wheezy and I feel a constant pressure in my chest.,Asthma
The skin on my scalp is unbearably flaky and red with thick silver scales.,Psoriasis
I feel rather isolated and have stopped socialising because nothing feels enjoyable.,Depression
"My skin has extremely red, raised patches covered in silvery scales.",Psoriasis
I feel moderately faint and have a severely stabbing pressure across my chest.,Heart Attack
I have severely intense joint pain in my foot that appeared without warning.,Gout
I have been experiencing moderately sudden episodes of panic with shortness of breath.,Anxiety Disorder
I cannot walk properly because my foot is incredibly painful and extremely swollen.,Gout
I have been laid up with a very high temperature and severe muscle aches.,Influenza
My eyes keep weeping and are very red and uncomfortable to open.,Conjunctivitis
I have fairly burning when I urinate and a constant ache in my lower back.,Kidney Stones
"There is no bleeding so far, but I have quite cramping, bloating, and unpredictable bowel movements.",IBS
My airways feel slightly constricted and I need my inhaler multiple times a day.,Asthma
"My throat feels quite raw, my nose keeps running, and I feel tired.",Common Cold
"I feel somewhat unwell with nausea, fever, and constant pain in my lower right side.",Appendicitis
I get unbearably breathless very quickly and my chest makes a whistling noise.,Asthma
I have pretty crackling sounds in my breathing and feel short of breath constantly.,Pneumonia
I have unbearably thick nasal discharge and facial pain that is worse when bending down.,Sinusitis
I feel somewhat very weak and have been running a high fever with a productive cough.,Pneumonia
I feel incredibly pain and pressure in my lower abdomen and my urine smells strong.,UTI
My knees feel fairly stiff and ache for a while now whenever the weather changes.,Arthritis
My breathing is noticeably laboured and I feel somewhat weak with chills and fever.,Pneumonia
I feel mildly bloated and have cramping pain that is relieved after going to the toilet.,IBS
I have been sleeping pretty too much but still feel exhausted and unmotivated.,Depression
I feel incredibly pain when I release pressure from my lower right belly quickly.,Appendicitis
My bowel habits alternate moderately between diarrhoea and constipation without warning.,IBS
The blisters on my scalp are a little painful and I also have a fever.,Chickenpox
I feel incredibly cold all the time and my skin has become very dry and flaky.,Hypothyroidism
I have unbearably difficulty swallowing and feel like food is stuck in my throat.,GERD
My chest feels pretty tight and I wheeze mildly when around dust or pet dander.,Asthma
I have had a loss of taste recently alongside a dry cough and noticeably fatigue.,COVID-19
"I have a fairly swollen throat, bad breath, and swollen glands in my neck.",Tonsillitis
"I do not have blisters, though I have moderately dry, cracked skin that itches and flakes all day.",Eczema
My heart races rather and I feel an overwhelming sense of dread for no clear reason.,Anxiety Disorder
"I am noticeably pale, tired, and I get dizzy spells that come on suddenly.",Anaemia
I have noticeably severe stomach cramps and everything I eat comes straight back up.,Food Poisoning
I have been vomiting because the pain in my head is moderately unbearable.,Migraine
I have a terribly throbbing headache alongside fever and body-wide muscle pain.,Influenza
The pain in my lower right abdomen is moderately and I have a mild fever with it.,Appendicitis
I feel slightly tired no matter how much I sleep and my hair is thinning out.,Hypothyroidism
I have pretty thick nasal discharge and facial pain that is worse when bending down.,Sinusitis
I have been feeling extremely weak and my nails are brittle and breaking easily.,Hypothyroidism
I have been unable to function because of a unbearably one-sided pounding headache.,Migraine
"I feel extremely unwell with a sore, swollen throat and tender lymph nodes in my neck.",Tonsillitis
"I have a quite high fever, body aches, and feel completely wiped out for a while now.",Influenza
My stomach cramps incredibly and I feel full and bloated even after small meals.,IBS
I have severely regurgitation of food and feel a constant burning behind my chest.,GERD
"I am not experiencing chest pain, however I have fairly headaches at the back of my head and feel flushed.",Hypertension
I have been feeling severely weak and my fingernails are brittle and breaking easily.,Anaemia
I have been urinating noticeably frequently at night and wake up very thirsty.,Type 2 Diabetes
The cough is moderately worse in the morning and I am bringing up cloudy phlegm.,Bronchitis
I have been extremely exhausted with headaches and a cough that will not clear.,COVID-19
"The pain in my head is very and worsens with movement, light, and sound.",Migraine
My head feels rather like it is being squeezed and my neck is very stiff.,Tension Headache
The skin on my scalp is unbearably flaky and red with thick silver scales.,Psoriasis
My sinuses feel unbearably blocked and I have a rather dull ache around my face.,Sinusitis
I have pretty shaking chills and a persistent cough that produces cloudy phlegm.,Pneumonia
"My throat feels a little raw, my nose keeps running, and I feel tired.",Common Cold
"I have not had any diarrhoea, but I have quite sharp pain in my right side and feel like being sick.",Appendicitis
The joints in my fingers are mildly painful and look swollen most of the time.,Arthritis
I feel slightly sudden paralysis on one side and cannot form words properly.,Stroke
I have been feeling noticeably dizzy and have a constant pressure headache.,Hypertension
I have a rather burning feeling in my chest after meals that rises to my throat.,GERD
My muscles are mildly tense and I have been grinding my teeth from stress.,Anxiety Disorder
I have quite itchy blisters that are crusting over and appearing in new areas.,Chickenpox
I feel a noticeably burning sensation behind my breastbone throughout the day.,GERD
I feel unbearably unwell and have crops of blisters appearing across my body.,Chickenpox
"I have terribly urgent, watery bowel movements and my stomach aches constantly.",Gastroenteritis
I have noticeably chest pain that worsens with breathing alongside a productive cough.,Pneumonia
"I have not had any rash, but My joints are fairly stiff and painful, making movement very hard.",Arthritis
The blisters on my torso are fairly painful and the area around them is very sensitive.,Shingles
I feel extremely sudden severe dizziness and cannot walk in a straight line.,Stroke
"I have not had any blood in stool, but I have a little vomiting, diarrhoea, and stomach cramps.",Gastroenteritis
My forehead feels slightly heavy and I have a dull ache spreading to my neck.,Tension Headache
I am dealing with moderately bad breakouts on my cheeks and nose since yesterday.,Acne
"I have been experiencing somewhat excessive thirst, frequent urination, and fatigue.",Type 2 Diabetes
The blisters on my torso are extremely painful and the area around them is very sensitive.,Shingles
I am severely breathless even at rest and have a high temperature and dry cough.,COVID-19
I have a a little constant dull headache behind my eyes and across my temples.,Tension Headache
I woke up with my eyes a little crusted shut and they feel gritty and sore.,Conjunctivitis
The inside of my ear feels mildly inflamed and I cannot hear well on that side.,Ear Infection
My stomach is rather constantly uncomfortable and I swing between diarrhoea and constipation.,IBS
I keep getting headaches and feel mildly weak no matter how much I sleep.,Anaemia
I have severely difficulty swallowing and my voice sounds muffled and hoarse.,Tonsillitis
"I do not have chest pain, though I have fairly headaches at the back of my head and feel flushed.",Hypertension
My throat feels moderately irritated from stomach acid rising up regularly.,GERD
The pain in my chest feels unbearably heavy and has spread to my back and jaw.,Heart Attack
My throat is raw from coughing and I feel extremely tightness across my chest.,Bronchitis
I cannot tolerate any light or sound because of my extremely pounding headache.,Migraine
My chest is extremely tight and painful and my left arm feels heavy and numb.,Heart Attack
"I am not experiencing fever, however I have mildly severe pain and a stripe of blisters on one side.",Shingles
I feel slightly miserable with fever and itchy spots covering most of my body.,Chickenpox
My temperature is fairly high and I feel achy all over with a tight chest.,COVID-19
I have been sleeping moderately too much but still feel exhausted and unmotivated.,Depression
My ear is moderately sore and I can feel fluid building up behind my eardrum.,Ear Infection
I have been experiencing somewhat swelling and tenderness in multiple joints.,Arthritis
I have lost my appetite and have a incredibly stabbing pain in my right lower belly.,Appendicitis
I have a little tingling in my legs and feel tired and thirsty all the time.,Type 2 Diabetes
"I do not have rash, though I have unbearably fatigue, loss of smell, and a persistent dry cough.",COVID-19
I have a unbearably fever and clusters of itchy blisters on my chest and back.,Chickenpox
My feet feel somewhat numb and I have been rather fatigued and craving sugar.,Type 2 Diabetes
I have been feeling rather tired and short of breath even after small tasks.,Anaemia
I have severely inflammation around my plaques and the surrounding skin is very dry.,Psoriasis
I am very lethargic and my muscle movements feel slow and weak.,Hypothyroidism
I am somewhat congested and my eyes will not stop watering since being outdoors.,Allergic Rhinitis
"I am not experiencing fever, however I have incredibly burning when urinating and cloudy, smelly urine.",UTI
The rash wraps severely around one side of my waist and stings intensely.,Shingles
My joint pain is a little constant and is affecting my ability to do daily tasks.,Arthritis
The rash wraps very around one side of my waist and stings intensely.,Shingles
I feel mildly feverish and my throat is so sore that swallowing is very painful.,Tonsillitis
The joint in my big toe is a little tender to the slightest touch and looks swollen.,Gout
My joint pain is quite constant and is affecting my ability to do daily tasks.,Arthritis
The cough is slightly worse in the morning and I am bringing up cloudy phlegm.,Bronchitis
I get slightly blurred vision sometimes and have headaches at the back of my neck.,Hypertension
My bowel habits alternate noticeably between diarrhoea and constipation without warning.,IBS
My ankle is extremely swollen and painful and the skin around it looks red and shiny.,Gout
I have terribly discharge coming from both eyes and they feel irritated.,Conjunctivitis
The blisters on my torso are incredibly painful and the area around them is very sensitive.,Shingles
My stomach cramps moderately and I feel full and bloated even after small meals.,IBS
I experience extremely pressure and burning in my upper abdomen after eating.,GERD
I feel very dizzy and have had nose bleeds that seem to happen out of nowhere.,Hypertension
The spots on my face have been getting moderately worse during stressful periods.,Acne
"I have noticeably urgent, watery bowel movements and my stomach aches constantly.",Gastroenteritis
My wrists and ankles are slightly swollen and stiff in the mornings.,Arthritis
I have a very sudden attack of redness and pain in my foot that came out of nowhere.,Gout
My concentration is quite poor and I feel foggy and exhausted throughout the day.,Anaemia
"I have not had any bleeding, but I am somewhat fatigued and feel short of breath after light activity.",Anaemia
"There is no joint pain so far, but I have a little thick, silvery plaques on my elbows and knees.",Psoriasis
My heartbeat feels terribly irregular and I am exhausted after the smallest effort.,Anaemia
I have a extremely non-throbbing headache that feels like a tight cap on my head.,Tension Headache
"I feel fairly miserable with a raw, swollen throat and a high temperature.",Tonsillitis
I have a little pain deep inside my ear that keeps throbbing throughout the day.,Ear Infection
I am somewhat congested with a runny nose and constant sneezing triggered by dust.,Allergic Rhinitis
I have moderately redness and swelling in both eyes with constant watering.,Conjunctivitis
"I am not experiencing high fever, however I have a unbearably blocked nose and a sore throat and feel drained.",Common Cold
My stomach keeps cramping severely and I have frequent bouts of diarrhoea.,Gastroenteritis
I have pretty thick nasal discharge and facial pain that is worse when bending down.,Sinusitis
I have had very facial congestion and a persistent headache for over a week.,Sinusitis
I am severely on edge all the time and I struggle to stop worrying.,Anxiety Disorder
I struggle somewhat to catch my breath after even light physical activity.,Asthma
I feel severely unwell and have crops of blisters appearing across my body.,Chickenpox
"I feel very unwell with a sore, swollen throat and tender lymph nodes in my neck.",Tonsillitis
My ear has been terribly painful for days and I have noticed some discharge.,Ear Infection
My throat feels unbearably scratchy and my nose will not stop dripping for the past few days.,Allergic Rhinitis
"I have a somewhat tight, heavy feeling across my chest and feel mildly sick.",Heart Attack
I have been feeling terribly dizzy and have a constant pressure headache.,Hypertension
I have a very sharp pain in my lower right abdomen that keeps getting worse.,Appendicitis
I have pretty joint pain that makes walking and climbing stairs very difficult.,Arthritis
I struggle incredibly to catch my breath after even light physical activity.,Asthma
I feel slightly dizzy and weak alongside the vomiting and diarrhoea.,Food Poisoning
I have a quite gritty feeling in my eye like something is stuck in it.,Conjunctivitis
I have somewhat burning when I urinate and a constant ache in my lower back.,Kidney Stones
I am mildly lethargic and my muscle movements feel slow and weak.,Hypothyroidism
I feel a terribly persistent sense of unease and dread that will not go away.,Anxiety Disorder
My temperature is high and I have a little fluid-filled spots that keep spreading.,Chickenpox
I feel unbearably tired no matter how much I sleep and my hair is thinning out.,Hypothyroidism
"I am not experiencing sore throat, however I have rather fever, fatigue, and painful muscle aches.",Influenza
"I feel slightly unwell with nausea, loose stools, and stomach pain all day.",Gastroenteritis
I notice the plaques on my skin are somewhat worse after periods of high stress.,Psoriasis
I have pretty crackling sounds in my breathing and feel short of breath constantly.,Pneumonia
"I feel very unwell with nausea, fever, and constant pain in my lower right side.",Appendicitis
My sinuses feel fairly blocked and I have a scratchy throat and low energy.,Common Cold
My stomach is incredibly tender and I pass gas frequently with bloating and cramps.,IBS
I cannot find any pleasure in activities I used to enjoy and feel a little low.,Depression
I cannot sleep well because my mind races unbearably and I cannot switch off.,Anxiety Disorder
My bowel habits alternate quite between diarrhoea and constipation without warning.,IBS
I have been feeling fairly miserable and have difficulty making even small decisions.,Depression
I have been coughing fairly for days and feel wheezy and breathless.,Bronchitis
I have pretty sudden loss of balance and one arm feels completely numb.,Stroke
My hands are terribly swollen and it is hard to grip things properly.,Arthritis
"I feel slightly weak, dehydrated, and have been vomiting and having diarrhoea.",Food Poisoning
"I feel noticeably unwell with chills, body aches, a cough, and shortness of breath.",COVID-19
I have had mildly facial congestion and a persistent headache for over a week.,Sinusitis
"I am not experiencing vomiting, however I have terribly ear pain and fluid coming from my ear canal.",Ear Infection
My stomach keeps cramping a little and I have frequent bouts of diarrhoea.,Gastroenteritis
I feel noticeably sluggish after meals and have noticed my vision getting worse.,Type 2 Diabetes
"I have noticeably red, weeping patches of skin that itch and then crust over.",Eczema
I am struggling to breathe and have a rather high temperature and wet cough.,Pneumonia
The pain in my lower back is unbearably and it moves toward my groin in waves.,Kidney Stones
"I am not experiencing bleeding, however I have noticeably cramping, bloating, and unpredictable bowel movements.",IBS
I have been dealing with cystic breakouts under my skin that never fully surface.,Acne
"I have been experiencing extremely excessive thirst, frequent urination, and fatigue.",Type 2 Diabetes
I have somewhat sensitivity to touch on one side of my skin with a blistered rash.,Shingles
I have a pretty high temperature and a rash of small fluid-filled blisters.,Chickenpox
My nose is mildly itchy and I am sneezing constantly throughout the day.,Allergic Rhinitis
My breathing becomes quite shallow and rapid when I feel anxious and overwhelmed.,Anxiety Disorder
I have been mildly exhausted with headaches and a cough that will not clear.,COVID-19
I struggle fairly to catch my breath after even light physical activity.,Asthma
"I do not have headache, though I have unbearably sudden weakness in my face and arm on one side.",Stroke
My skin feels greasy all the time and I am breaking out all over my chin.,Acne
I have been vomiting because the pain in my head is fairly unbearable.,Migraine
My chest is very tight and painful and my left arm feels heavy and numb.,Heart Attack
"I feel a little terrible with fever, sweats, and aching muscles all over my body.",Influenza
I have fairly chest pain that worsens with breathing alongside a productive cough.,Pneumonia
I feel slightly exhausted and have been running to the toilet every hour.,Gastroenteritis
I have been fairly short of breath and have a high fever alongside a bad cough.,COVID-19
I have pretty crackling sounds in my breathing and feel short of breath constantly.,Pneumonia
My sinuses feel severely blocked and I have a scratchy throat and low energy.,Common Cold
My body aches severely and I feel completely drained with a persistent dry cough.,COVID-19
My body aches severely and I have had a high fever with chills since yesterday.,Influenza
"I do not have scarring, though I have deep cysts on my cheeks that are quite inflamed.",Acne
"I feel terribly nauseous and have a sharp, stabbing pain near my lower right belly.",Appendicitis
My skin reacts incredibly badly to certain soaps and becomes red and inflamed.,Eczema
"I am not experiencing diarrhoea, however I have pretty sharp pain in my right side and feel like being sick.",Appendicitis
I have had a loss of taste over the past few hours alongside a dry cough and quite fatigue.,COVID-19
"There is no chest pain so far, but I have slightly headaches at the back of my head and feel flushed.",Hypertension
"I have not had any rash, but I have severely fatigue, loss of smell, and a persistent dry cough.",COVID-19
Every time I go outside my nose starts running and my eyes get quite itchy.,Allergic Rhinitis
I have terribly itchy blisters that are crusting over and appearing in new areas.,Chickenpox
I have been going to the toilet unbearably often and only a small amount comes out.,UTI
I have been vomiting and have a fairly constant ache in my right lower belly.,Appendicitis
I have been having noticeably frequent coughing fits and my chest feels very tight.,Asthma
My muscles are noticeably tense and I have been grinding my teeth from stress.,Anxiety Disorder
My tonsils are pretty enlarged and have yellow spots and my throat is very raw.,Tonsillitis
The pain in my side and back is rather and shoots down into my groin.,Kidney Stones
The inside of my nose feels very irritated and I keep having sneezing fits.,Allergic Rhinitis
I have been feeling incredibly weak and my nails are brittle and breaking easily.,Hypothyroidism
I am a little breathless even at rest and have a high temperature and dry cough.,COVID-19
I wake up at night feeling unbearably short of breath and have to use my inhaler.,Asthma
The cough is pretty worse in the morning and I am bringing up cloudy phlegm.,Bronchitis
I have a rather constant dull headache behind my eyes and across my temples.,Tension Headache
I feel incredibly sudden severe dizziness and cannot walk in a straight line.,Stroke
I cannot find any pleasure in activities I used to enjoy and feel fairly low.,Depression
My ear is extremely sore and I can feel fluid building up behind my eardrum.,Ear Infection
I have severely tingling and numbness in my feet and hands since last night.,Type 2 Diabetes
I have been pretty exhausted with headaches and a cough that will not clear.,COVID-19
I have moderately frequent urination and feel very hungry even after eating a full meal.,Type 2 Diabetes
I experience moderately pressure and burning in my upper abdomen after eating.,GERD
I feel very short of breath and have a deep chesty cough that will not go.,Bronchitis
I feel fairly pressure in my head and my heart races for no apparent reason.,Hypertension
I get fairly pounding headaches and notice my heart beating fast without reason.,Hypertension
"I do not have chest pain, though I feel fairly anxious and my hands tremble when I am stressed.",Anxiety Disorder
My speech has become moderately slurred and I have sudden weakness in my arm.,Stroke
My urine looks pretty pink and I have a burning feeling when I pass it.,UTI
My throat is mildly sore and swollen and I find it very hard to swallow.,Tonsillitis
My head feels very heavy and I have been getting frequent nosebleeds.,Hypertension
My skin is covered in red bumps and blackheads that are rather embarrassing.,Acne
My eyes are severely inflamed and watery and the whites look very red.,Conjunctivitis
My face has been breaking out fairly over the past few hours and the spots are moderately painful.,Acne
I have been feeling quite dizzy and have a constant pressure headache.,Hypertension
My ear has been noticeably painful for days and I have noticed some discharge.,Ear Infection
I have quite painful tonsils that are swollen and I can see white patches on them.,Tonsillitis
I feel severely pressure in my temples and have a stiff and aching neck.,Tension Headache
I feel very sudden severe dizziness and cannot walk in a straight line.,Stroke
"I feel mildly sharp, colicky pain that starts in my back and moves to my stomach.",Kidney Stones
I have a pretty constant dull headache behind my eyes and across my temples.,Tension Headache
I feel quite nauseous after eating and have cramping pain in my lower abdomen.,IBS
I feel pretty dizzy and have pain in my ear alongside muffled hearing.,Ear Infection
I have fairly sensitivity to touch on one side of my skin with a blistered rash.,Shingles
I have mildly tingling and sharp pain on one side of my body before the rash appeared.,Shingles
I have been laid up with a extremely high temperature and severe muscle aches.,Influenza
My skin feels moderately dry and rough and I have been constipated for weeks.,Hypothyroidism
I notice the patches on my skin get very worse in cold or dry weather.,Eczema
I have been quite wheezing and my cough is productive and very painful.,Bronchitis
I feel mildly faint and have a a little stabbing pressure across my chest.,Heart Attack
I have a incredibly throbbing headache alongside fever and body-wide muscle pain.,Influenza
I have pretty raised red patches that itch and feel tight when the skin is dry.,Psoriasis
I notice my urine looks pink and I have pretty severe cramping in my flank.,Kidney Stones
"There is no fever so far, but I have a little severe pain and a stripe of blisters on one side.",Shingles
The joint in my big toe is very tender to the slightest touch and looks swollen.,Gout
I feel a quite persistent pounding in my temples and my face gets very flushed.,Hypertension
I feel unbearably nauseous after eating and have cramping pain in my lower abdomen.,IBS
"I feel noticeably run down with a congested nose, sneezing, and mild headache.",Common Cold
I have been coughing noticeably for days and feel wheezy and breathless.,Bronchitis
My toe joint is terribly inflamed and even the bed sheets touching it hurts.,Gout
My joint pain is moderately constant and is affecting my ability to do daily tasks.,Arthritis
"I feel a little unwell with chills, body aches, a cough, and shortness of breath.",COVID-19
I have moderately severe stomach cramps and everything I eat comes straight back up.,Food Poisoning
The pain in my lower back is very and it moves toward my groin in waves.,Kidney Stones
I have incredibly tingling and numbness in my feet and hands over the past few hours.,Type 2 Diabetes
"There is no chest pain so far, but I feel extremely anxious and my hands tremble when I am stressed.",Anxiety Disorder
My skin condition flares fairly in winter and the plaques become very thick.,Psoriasis
My head hurts slightly on one side and I feel nauseous and dizzy with it.,Migraine
I have a little mucus in my stool and a persistent feeling of not emptying fully.,IBS
I have had a loss of taste since this morning alongside a dry cough and unbearably fatigue.,COVID-19
I cannot walk properly because my foot is pretty painful and extremely swollen.,Gout
I have had a loss of taste for the past few days alongside a dry cough and severely fatigue.,COVID-19
"I feel pretty unwell with chills, body aches, a cough, and shortness of breath.",COVID-19
I keep getting whiteheads and blackheads that refuse to clear up since yesterday.,Acne
My lower right side is extremely tender and the pain intensifies when I move.,Appendicitis
I have noticeably watery diarrhoea and keep feeling nauseous after every meal.,Food Poisoning
"There is no nausea so far, but I have a pretty constant dull pressure headache around my head.",Tension Headache
I feel fairly unwell with a painful one-sided rash that runs along my ribcage.,Shingles
"I have a rather burning, stinging sensation when I urinate and go very frequently.",UTI
I feel pretty joint pain in my hips and knees that limits how far I can walk.,Arthritis
I have a a little squeezing sensation in my chest that will not go away.,Heart Attack
"I do not have vomiting, though I have very acid reflux that causes a burning sensation in my chest.",GERD
I have slightly watery diarrhoea and feel feverish and completely drained.,Gastroenteritis
My temperature is pretty high and I feel achy all over with a tight chest.,COVID-19
I have been somewhat nauseous and vomiting alongside my severe back and flank pain.,Kidney Stones
I am a little congested and my voice sounds hoarse from the sore throat.,Common Cold
"I have a moderately tight, heavy feeling across my chest and feel slightly sick.",Heart Attack
My vision has gone quite blurry in one eye and one side of my body feels weak.,Stroke
"I have not had any fever, but I have incredibly sharp side pain and cloudy, discoloured urine.",Kidney Stones
My sinuses feel very blocked and I have a scratchy throat and low energy.,Common Cold
I have terribly lost my sense of smell and taste and have a persistent cough.,COVID-19
I feel noticeably lethargic and get palpitations even when sitting still.,Anaemia
I have very unexplained weight loss despite eating more than usual.,Type 2 Diabetes
I have extremely pain when swallowing and my neck glands feel very swollen.,Tonsillitis
I struggle severely to catch my breath after even light physical activity.,Asthma
I feel somewhat short of breath and have intense pain spreading across my chest.,Heart Attack
"I feel extremely unwell with nausea, fever, and constant pain in my lower right side.",Appendicitis
I have been rather short of breath and feel like my heart is pounding in my chest.,Hypertension
I feel a noticeably burning sensation behind my breastbone throughout the day.,GERD
The pain in my knees and fingers has been getting severely worse over time.,Arthritis
I have been sleeping somewhat too much but still feel exhausted and unmotivated.,Depression
My breathing is pretty wheezy and I feel a constant pressure in my chest.,Asthma
"There is no stomach pain so far, but I have very itchy blisters on my face and torso with a fever.",Chickenpox
I felt very burning and itching on my side for days before blisters appeared.,Shingles
My breathing becomes severely difficult when I exercise or go outside in cold air.,Asthma
"There is no bleeding so far, but I have rather cramping, bloating, and unpredictable bowel movements.",IBS
My mood has been severely low for weeks and I struggle to get out of bed.,Depression
I have a a little burning sensation when I urinate and need to go very frequently.,UTI
I have extremely tingling and numbness in my feet and hands since last night.,Type 2 Diabetes
I have been slightly exhausted with headaches and a cough that will not clear.,COVID-19
I have a little mucus in my stool and a persistent feeling of not emptying fully.,IBS
I feel fairly nauseous and have a stabbing pain in my side that will not let up.,Kidney Stones
My mood has been noticeably low for weeks and I struggle to get out of bed.,Depression
Every time I go outside my nose starts running and my eyes get slightly itchy.,Allergic Rhinitis
"I have no energy, no motivation, and feel very disconnected from everything.",Depression
I have been dealing with cystic breakouts under my skin that never fully surface.,Acne
My breathing has been noticeably laboured and I have had a fever for several days.,COVID-19
I have a slightly throbbing headache alongside fever and body-wide muscle pain.,Influenza
"I do not have fever, though I have fairly facial pain and thick nasal discharge that will not clear.",Sinusitis
The pain in my knees and fingers has been getting a little worse over time.,Arthritis
I feel mildly bloated after meals and have persistent heartburn and belching.,GERD
I have been experiencing moderately swelling and tenderness in multiple joints.,Arthritis
"I do not have bleeding, though I am a little fatigued and feel short of breath after light activity.",Anaemia
I have unbearably pain when swallowing and my neck glands feel very swollen.,Tonsillitis
"There is no high fever so far, but I have a noticeably chesty cough with thick phlegm and chest tightness.",Bronchitis
I feel very dizzy and weak alongside the vomiting and diarrhoea.,Food Poisoning
I cannot sleep well because my mind races pretty and I cannot switch off.,Anxiety Disorder
I feel somewhat dizzy and have pain in my ear alongside muffled hearing.,Ear Infection
My body aches rather and I feel completely drained with a persistent dry cough.,COVID-19
The plaques on my skin are terribly thick and crack when I move my joints.,Psoriasis
I have rather crushing chest pain that spreads to my left arm and jaw.,Heart Attack
My abdomen is severely sore and I keep getting waves of nausea and vomiting.,Gastroenteritis
I have a unbearably high temperature and a rash of small fluid-filled blisters.,Chickenpox
I feel quite nauseous and have a pulsing pain behind one eye with light sensitivity.,Migraine
I notice the plaques on my skin are severely worse after periods of high stress.,Psoriasis
I have a moderately persistent cough that brings up thick yellowish mucus for a while now.,Bronchitis
My eyes are slightly inflamed and watery and the whites look very red.,Conjunctivitis
